Dates,Year,Week,Top 10 Gross,%¡À LW,Overall Gross,%¡À LW.1,Releases,#1 Release,link,lYear,lWeek,lTop 10 Gross,lOverall,lTop,lGross,lTGross,lWeeks,wT10Gross,wOverallGross,wRelease
Jul 22-24,2011,29,179068823,-28%,190704210,-27.30%,114,Captain America: The First Avenger,/weekend/2011W29/?ref_=bo_wey_table_30,2011,28,248568927,262299124,Harry Potter and the Deathly Hallows: Part 2,169189427,169189427,1,182475369.5833333,195040168.16666663,108.0
Jul 15-17,2011,28,248568927,76.90%,262299124,67.80%,120,Harry Potter and the Deathly Hallows: Part 2,/weekend/2011W28/?ref_=bo_wey_table_31,2011,27,140474359,156322000,Transformers: Dark of the Moon,47103276,261078700,2,166993485.33333334,179117028.41666666,110.0
Jul 8-10,2011,27,140474359,-24.60%,156322000,-22.70%,118,Transformers: Dark of the Moon,/weekend/2011W27/?ref_=bo_wey_table_32,2011,26,222359534,241553443,Transformers: Dark of the Moon,115886050,180651397,1,174799565.14285713,186610260.7142857,101.5
Jul 1-4July 4th long wknd,2011,26,222359534,-6.70%,241553443,-3.50%,102,Transformers: Dark of the Moon,/weekend/2011W26/occasion/us_july4_weekend/?ref_=bo_wey_table_33,2011,25,164865297,177057217,Cars 2,66135507,66135507,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 24-26,2011,25,164865297,13.50%,177057217,15.20%,116,Cars 2,/weekend/2011W25/?ref_=bo_wey_table_35,2011,24,145208661,153747605,Green Lantern,53174303,53174303,1,183005245.3333333,193777360.25,109.0
Jun 17-19,2011,24,145208661,10.70%,153747605,11.40%,106,Green Lantern,/weekend/2011W24/?ref_=bo_wey_table_36,2011,23,131188107,138055726,Super 8,35451168,36451168,1,170617422.83333334,180717244.41666663,110.5
Jun 10-12,2011,23,131188107,-13.90%,138055726,-13.50%,107,Super 8,/weekend/2011W23/?ref_=bo_wey_table_37,2011,22,152390551,159624804,X-Men: First Class,55101604,55101604,1,141521272.91666666,149983262.5,110.75
Jun 3-5,2011,22,152390551,-28.60%,159624804,-28.40%,114,X-Men: First Class,/weekend/2011W22/?ref_=bo_wey_table_38,2011,21,264689498,276889541,The Hangover Part II,103426875,135037242,1,155722830.2857143,163468887.57142857,109.0
May 27-30Memorial Day wknd,2011,21,264689498,45.10%,276889541,43.70%,106,The Hangover Part II,/weekend/2011W21/occasion/us_memorialday_weekend/?ref_=bo_wey_table_39,2011,20,156858984,167642580,Pirates of the Caribbean: On Stranger Tides,90151958,90151958,1,190812263.0909091,200275911.4090909,106.95454545454544
May 20-22,2011,20,156858984,23.70%,167642580,19.40%,120,Pirates of the Caribbean: On Stranger Tides,/weekend/2011W20/?ref_=bo_wey_table_41,2011,19,126805764,140371451,Thor,34703035,119455352,2,145121413.0,154218433.5,116.33333333333331
May 13-15,2011,19,126805764,-16.90%,140371451,-15.80%,127,Thor,/weekend/2011W19/?ref_=bo_wey_table_42,2011,18,152646352,166748986,Thor,65723338,65723338,1,145570531.16666666,156305886.66666666,118.58333333333331
May 6-8,2011,18,152646352,8.80%,166748986,4.90%,128,Thor,/weekend/2011W18/?ref_=bo_wey_table_43,2011,17,140262298,158940090,Fast Five,86198765,86198765,1,165862059.58333334,176843492.41666666,117.58333333333331
Apr 29-May 1,2011,17,140262298,22.50%,158940090,16.50%,120,Fast Five,/weekend/2011W17/?ref_=bo_wey_table_44,2011,16,126821991,149092004,Rio,29667134,84150375,1,137268690.41666666,152115054.33333334,120.5
Apr 22-25Easter wknd,2011,16,126821991,-32.40%,149092004,-24.90%,51,Rio,/weekend/2011W16/occasion/easter_weekend/?ref_=bo_wey_table_45,2011,15,110573140,130061017,Rio,39225962,39225962,1,110617216.86666666,126178234.8,107.6
Apr 15-17,2011,15,110573140,12.40%,130061017,12%,116,Rio,/weekend/2011W15/?ref_=bo_wey_table_47,2011,14,98389397,116090490,Hop,21298240,67754545,2,120117122.42857143,132811945.5,105.35714285714286
Apr 8-10,2011,14,98389397,-10.60%,116090490,-7.10%,125,Hop,/weekend/2011W14/?ref_=bo_wey_table_48,2011,13,110113006,124938387,Hop,37543710,37543710,1,144115983.0,155905612.33333334,101.33333333333331
Apr 1-3,2011,13,110113006,5.20%,124938387,2.90%,125,Hop,/weekend/2011W13/?ref_=bo_wey_table_49,2011,12,104688038,121453235,Diary of a Wimpy Kid: Rodrick Rules,23751502,23751502,1,146184773.73333332,159291299.6,101.13333333333334
Mar 25-27,2011,12,104688038,5.90%,121453235,5.60%,126,Diary of a Wimpy Kid: Rodrick Rules,/weekend/2011W12/?ref_=bo_wey_table_50,2011,11,98816142,114962242,Limitless,18907302,18907302,1,126389274.23076925,140871121.69230768,109.0
Mar 18-20,2011,11,98816142,-11.70%,114962242,-11.20%,121,Limitless,/weekend/2011W11/?ref_=bo_wey_table_51,2011,10,111935077,129391313,Battle Los Angeles,35573187,35573187,1,119224647.16666669,134725146.91666666,110.75
Mar 11-13,2011,10,111935077,-2.20%,129391313,-3.40%,118,Battle Los Angeles,/weekend/2011W10/?ref_=bo_wey_table_52,2011,9,114398546,133918873,Rango,38079323,38079323,1,127718984.25,144766037.66666666,110.16666666666669
Mar 4-6,2011,9,114398546,23.60%,133918873,21.90%,107,Rango,/weekend/2011W09/?ref_=bo_wey_table_53,2011,8,92540158,109830377,Hall Pass,13535374,13535374,1,107330506.75,128180072.83333331,107.16666666666669
Feb 25-27,2011,8,92540158,-26.40%,109830377,-24%,108,Hall Pass,/weekend/2011W08/?ref_=bo_wey_table_54,2011,7,150746871,173631940,Unknown,25453015,25453015,1,109227960.33333331,129538191.08333331,101.75
Feb 18-21Presidents' Day wknd,2011,7,150746871,-29.40%,173631940,-27.50%,100,Unknown,/weekend/2011W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_55,2011,6,128358223,149414721,Just Go with It,30514732,30514732,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 11-13,2011,6,128358223,87.90%,149414721,71.20%,113,Just Go with It,/weekend/2011W06/?ref_=bo_wey_table_57,2011,5,68315090,87257927,The Roommate,15002635,15002635,1,116846154.83333331,139394977.08333334,101.16666666666669
Feb 4-6,2011,5,68315090,-21.70%,87257927,-20.10%,114,The Roommate,/weekend/2011W05/?ref_=bo_wey_table_58,2011,4,87300754,109215038,The Rite,14789393,14789393,1,81159020.0,105663109.41666669,98.58333333333331
Jan 28-30,2011,4,87300754,4.60%,109215038,6.30%,104,The Rite,/weekend/2011W04/?ref_=bo_wey_table_59,2011,3,83445232,102730950,No Strings Attached,19652921,19652921,1,101773826.66666669,131358061.16666669,95.5
Jan 21-23,2011,3,83445232,-22.60%,102730950,-21.20%,105,No Strings Attached,/weekend/2011W03/?ref_=bo_wey_table_60,2011,2,130346506,158959357,The Green Hornet,40012543,40012543,1,144106715.15,173497607.55,85.9
Jan 14-17MLK wknd,2011,2,130346506,-28.80%,158959357,-24.10%,86,The Green Hornet,/weekend/2011W02/occasion/us_mlkday_weekend/?ref_=bo_wey_table_62,2011,1,89402192,112291954,True Grit,14605135,110035157,3,122621792.8125,149859356.3125,88.1875
Jan 7-9,2011,1,89402192,-34.90%,112291954,-29.50%,99,True Grit,/weekend/2011W01/?ref_=bo_wey_table_63,2010,53,137343062,159345245,Little Fockers,25766485,102576190,2,132775766.41666669,155875732.66666666,88.75
"Dec 31-Jan 2, 2011",2010,53,137343062,10.60%,159345245,13.90%,99,Little Fockers,/weekend/2010W53/?ref_=bo_wey_table_1,2010,52,124133496,139938201,Little Fockers,30833665,45083800,1,0.0,0.0,0.0
Dec 24-26,2010,52,124133496,-0.70%,139938201,3.90%,97,Little Fockers,/weekend/2010W52/?ref_=bo_wey_table_2,2010,51,124993526,134672257,TRON: Legacy,44026211,44026211,1,196334086.94117647,222615748.0,76.29411764705883
Dec 17-19,2010,51,124993526,53.30%,134672257,46.60%,112,TRON: Legacy,/weekend/2010W51/?ref_=bo_wey_table_3,2010,50,81560957,91871496,The Chronicles of Narnia: The Voyage of the Dawn Treader,24005069,24005069,1,164322845.4,180913443.46666667,81.2
Dec 10-12,2010,50,81560957,8.70%,91871496,6.40%,119,The Chronicles of Narnia: The Voyage of the Dawn Treader,/weekend/2010W50/?ref_=bo_wey_table_4,2010,49,75004741,86325286,Tangled,21608891,96570812,2,108613725.63636364,120640989.54545456,102.63636363636364
Dec 3-5,2010,49,75004741,-55.30%,86325286,-52.40%,119,Tangled,/weekend/2010W49/?ref_=bo_wey_table_5,2010,48,242152785,257951386,Harry Potter and the Deathly Hallows: Part 1,74988944,219056129,1,77289676.66666667,88695051.61111109,109.44444444444444
Nov 24-28Thanksgiving 5-Day,2010,48,242152785,-3.70%,257951386,-3.30%,48,Harry Potter and the Deathly Hallows: Part 1,/weekend/2010W47/occasion/us_thanksgiving_5/?ref_=bo_wey_table_8,2010,47,184491055,194526066,Harry Potter and the Deathly Hallows: Part 1,125017372,125017372,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 19-21,2010,47,184491055,71.30%,194526066,60.20%,114,Harry Potter and the Deathly Hallows: Part 1,/weekend/2010W47/?ref_=bo_wey_table_9,2010,46,107692567,121393329,Megamind,29120461,88822635,2,202695349.6086957,214789448.3478261,89.7391304347826
Nov 12-14,2010,46,107692567,-22%,121393329,-20.30%,123,Megamind,/weekend/2010W46/?ref_=bo_wey_table_10,2010,45,138136720,152229980,Megamind,46016833,46016833,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 5-7,2010,45,138136720,68.30%,152229980,62.80%,124,Megamind,/weekend/2010W45/?ref_=bo_wey_table_11,2010,44,82076962,93503374,Saw: The Final Chapter,22530123,24230123,1,142606271.54545453,156661743.36363637,121.72727272727272
Oct 29-31,2010,44,82076962,-30%,93503374,-27.90%,125,Saw: The Final Chapter,/weekend/2010W44/?ref_=bo_wey_table_12,2010,43,117205902,129623238,Paranormal Activity 2,40678424,40678424,1,96893133.45454544,112459731.63636364,123.9090909090909
Oct 22-24,2010,43,117205902,0.10%,129623238,-1.50%,126,Paranormal Activity 2,/weekend/2010W43/?ref_=bo_wey_table_13,2010,42,117078913,131587463,Jackass 3D,50353641,50353641,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 15-17,2010,42,117078913,52.30%,131587463,41.70%,144,Jackass 3D,/weekend/2010W42/?ref_=bo_wey_table_14,2010,41,87413887,103670689,The Social Network,17640079,48209249,1,108711994.16666669,123144908.41666669,124.58333333333331
Oct 8-11Columbus Day wknd,2010,41,87413887,-17%,103670689,-16%,52,The Social Network,/weekend/2010W41/occasion/us_columbusday_weekend/?ref_=bo_wey_table_16,2010,40,82543307,95043566,The Social Network,22445653,22445653,1,107863677.45,121973098.7,97.6
Oct 1-3,2010,40,82543307,-7.20%,95043566,-5.60%,140,The Social Network,/weekend/2010W40/?ref_=bo_wey_table_17,2010,39,88901910,100709968,Wall Street: Money Never Sleeps,19011188,19011188,1,119561053.375,132403535.3125,110.1875
Sep 24-26,2010,39,88901910,5.40%,100709968,-,138,Wall Street: Money Never Sleeps,/weekend/2010W39/?ref_=bo_wey_table_18,2010,38,84334484,100674305,The Town,23808032,23808032,1,91542753.0,105592491.41666669,128.25
Sep 17-19,2010,38,84334484,36.70%,100674305,22.80%,135,The Town,/weekend/2010W38/?ref_=bo_wey_table_19,2010,37,61707602,81958202,Resident Evil: Afterlife,26650264,26650264,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 10-12,2010,37,61707602,-17.20%,81958202,-22%,123,Resident Evil: Afterlife,/weekend/2010W37/?ref_=bo_wey_table_20,2010,36,93408796,132758175,The American,16662333,19806118,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 3-6Labor Day wknd,2010,36,93408796,-3%,132758175,6.70%,111,The American,/weekend/2010W36/occasion/us_laborday_weekend/?ref_=bo_wey_table_22,2010,35,87206831,114807532,Takers,20512304,20512304,1,79852053.5625,105529132.125,113.125
Aug 27-29,2010,35,87206831,-14.60%,114807532,-10.60%,113,Takers,/weekend/2010W35/?ref_=bo_wey_table_23,2010,34,102089078,128353711,The Expendables,16968032,65357117,2,83528402.8,115279308.05,109.8
Aug 20-22,2010,34,102089078,-20.10%,128353711,-10.60%,115,The Expendables,/weekend/2010W34/?ref_=bo_wey_table_24,2010,33,127804668,143572917,The Expendables,34825135,34825135,1,86155898.91666667,108205408.83333331,114.25
Aug 13-15,2010,33,127804668,8.50%,143572917,7.70%,110,The Expendables,/weekend/2010W33/?ref_=bo_wey_table_25,2010,32,117746775,133296768,The Other Guys,35543162,35543162,1,115311023.75,135326532.33333334,112.91666666666669
Aug 6-8,2010,32,117746775,-8.60%,133296768,-8.20%,110,The Other Guys,/weekend/2010W32/?ref_=bo_wey_table_26,2010,31,128821145,145266883,Inception,27485245,193313741,3,133108853.25,150177606.16666666,109.83333333333331
Jul 30-Aug 1,2010,31,128821145,-14.60%,145266883,-10.50%,106,Inception,/weekend/2010W31/?ref_=bo_wey_table_27,2010,30,150757392,162240124,Inception,42725012,142883424,2,134064684.33333331,149076426.08333334,108.58333333333331
Jul 23-25,2010,30,150757392,-10.90%,162240124,-8.90%,103,Inception,/weekend/2010W30/?ref_=bo_wey_table_28,2010,29,169206774,178138271,Inception,62785337,62785337,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 16-18,2010,29,169206774,-7.30%,178138271,-7.10%,106,Inception,/weekend/2010W29/?ref_=bo_wey_table_29,2010,28,182442390,191704186,Despicable Me,56397125,56397125,1,182475369.5833333,195040168.16666663,108.0
Jul 9-11,2010,28,182442390,1.90%,191704186,1.90%,110,Despicable Me,/weekend/2010W28/?ref_=bo_wey_table_30,2010,27,238231616,250408407,The Twilight Saga: Eclipse,83637242,176382220,1,166993485.33333334,179117028.41666666,110.0
Jul 2-5July 4th long wknd,2010,27,238231616,16.90%,250408407,10.90%,96,The Twilight Saga: Eclipse,/weekend/2010W27/occasion/us_july4_weekend/?ref_=bo_wey_table_31,2010,26,154390043,165180607,Toy Story 3,59337669,226889351,2,174799565.14285713,186610260.7142857,101.5
Jun 25-27,2010,26,154390043,-17.70%,165180607,-17.30%,106,Toy Story 3,/weekend/2010W26/?ref_=bo_wey_table_33,2010,25,187642041,199685836,Toy Story 3,110307189,110307189,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 18-20,2010,25,187642041,33.60%,199685836,31.80%,116,Toy Story 3,/weekend/2010W25/?ref_=bo_wey_table_34,2010,24,140451060,151488729,The Karate Kid,55665805,55665805,1,183005245.3333333,193777360.25,109.0
Jun 11-13,2010,24,140451060,16.50%,151488729,17.60%,117,The Karate Kid,/weekend/2010W24/?ref_=bo_wey_table_35,2010,23,120565073,128826490,Shrek Forever After,25486465,183229453,3,170617422.83333334,180717244.41666663,110.5
Jun 4-6,2010,23,120565073,-16.20%,128826490,-15.20%,120,Shrek Forever After,/weekend/2010W23/?ref_=bo_wey_table_36,2010,22,182383311,192706796,Shrek Forever After,57060434,146810785,1,141521272.91666666,149983262.5,110.75
May 28-31Memorial Day wknd,2010,22,182383311,-13.90%,192706796,-13.20%,103,Shrek Forever After,/weekend/2010W22/occasion/us_memorialday_weekend/?ref_=bo_wey_table_38,2010,21,141404309,150510497,Shrek Forever After,70838207,70838207,1,155722830.2857143,163468887.57142857,109.0
May 21-23,2010,21,141404309,9.40%,150510497,7.80%,114,Shrek Forever After,/weekend/2010W21/?ref_=bo_wey_table_39,2010,20,129275088,139644680,Iron Man 2,52041005,211200876,2,190812263.0909091,200275911.4090909,106.95454545454544
May 14-16,2010,20,129275088,-22.90%,139644680,-22.30%,116,Iron Man 2,/weekend/2010W20/?ref_=bo_wey_table_40,2010,19,167701822,179789106,Iron Man 2,128122480,128122480,1,145121413.0,154218433.5,116.33333333333331
May 7-9,2010,19,167701822,90.70%,179789106,75.90%,116,Iron Man 2,/weekend/2010W19/?ref_=bo_wey_table_41,2010,18,87924993,102227580,A Nightmare on Elm Street,32902299,32902299,1,145570531.16666666,156305886.66666666,118.58333333333331
Apr 30-May 2,2010,18,87924993,2.50%,102227580,2.10%,116,A Nightmare on Elm Street,/weekend/2010W18/?ref_=bo_wey_table_42,2010,17,85792705,100098936,How to Train Your Dragon,15350213,178345927,5,165862059.58333334,176843492.41666666,117.58333333333331
Apr 23-25,2010,17,85792705,-20.60%,100098936,-16.70%,117,How to Train Your Dragon,/weekend/2010W17/?ref_=bo_wey_table_43,2010,16,108077823,120177056,Kick-Ass,19828687,19828687,1,137268690.41666666,152115054.33333334,120.5
Apr 16-18,2010,16,108077823,-8.10%,120177056,-5.80%,117,Kick-Ass,/weekend/2010W16/?ref_=bo_wey_table_44,2010,15,117570469,127582200,Clash of the Titans,26633209,110226524,2,110617216.86666666,126178234.8,107.6
Apr 9-11,2010,15,117570469,-29.30%,127582200,-28.20%,115,Clash of the Titans,/weekend/2010W15/?ref_=bo_wey_table_45,2010,14,187711319,198446177,Clash of the Titans,67628501,70283506,1,120117122.42857143,132811945.5,105.35714285714286
Apr 2-5Easter wknd,2010,14,187711319,36.80%,198446177,33.90%,44,Clash of the Titans,/weekend/2010W14/occasion/easter_weekend/?ref_=bo_wey_table_46,2010,13,113036610,128664080,How to Train Your Dragon,43732319,43732319,1,144115983.0,155905612.33333334,101.33333333333331
Mar 26-28,2010,13,113036610,2%,128664080,1.30%,112,How to Train Your Dragon,/weekend/2010W13/?ref_=bo_wey_table_48,2010,12,110799129,126978873,Alice in Wonderland,34189969,265433637,3,146184773.73333332,159291299.6,101.13333333333334
Mar 19-21,2010,12,110799129,-14.50%,126978873,-13.90%,109,Alice in Wonderland,/weekend/2010W12/?ref_=bo_wey_table_49,2010,11,129609144,147526258,Alice in Wonderland,62714076,209339432,2,126389274.23076925,140871121.69230768,109.0
Mar 12-14,2010,11,129609144,-29%,147526258,-25.10%,106,Alice in Wonderland,/weekend/2010W11/?ref_=bo_wey_table_50,2010,10,182536400,196996205,Alice in Wonderland,116101023,116101023,1,119224647.16666669,134725146.91666666,110.75
Mar 5-7,2010,10,182536400,75.20%,196996205,65.30%,107,Alice in Wonderland,/weekend/2010W10/?ref_=bo_wey_table_51,2010,9,104201694,119202708,Shutter Island,22665205,75541271,2,127718984.25,144766037.66666666,110.16666666666669
Feb 26-28,2010,9,104201694,-12%,119202708,-11%,107,Shutter Island,/weekend/2010W09/?ref_=bo_wey_table_52,2010,8,118472680,133902273,Shutter Island,41062440,41062440,1,107330506.75,128180072.83333331,107.16666666666669
Feb 19-21,2010,8,118472680,-35.30%,133902273,-34.60%,108,Shutter Island,/weekend/2010W08/?ref_=bo_wey_table_53,2010,7,213524058,239380299,Valentine's Day,63135312,63135312,1,109227960.33333331,129538191.08333331,101.75
Feb 12-15Presidents' Day wknd,2010,7,213524058,21.20%,239380299,8.80%,87,Valentine's Day,/weekend/2010W07/occasion/us_presidentsday_weekend/?ref_=bo_wey_table_54,2010,6,94786281,113987051,Dear John,30468614,30468614,1,172818117.95833334,197978896.2083333,93.54166666666669
Feb 5-7,2010,6,94786281,-8.80%,113987051,-9.10%,100,Dear John,/weekend/2010W06/?ref_=bo_wey_table_56,2010,5,103970747,125460594,Avatar,31280029,595752416,7,116846154.83333331,139394977.08333334,101.16666666666669
Jan 29-31,2010,5,103970747,-13.40%,125460594,-13.10%,93,Avatar,/weekend/2010W05/?ref_=bo_wey_table_57,2010,4,120045516,144384498,Avatar,34944081,551741499,6,81159020.0,105663109.41666669,98.58333333333331
Jan 22-24,2010,4,120045516,-19.40%,144384498,-15.10%,93,Avatar,/weekend/2010W04/?ref_=bo_wey_table_58,2010,3,183162436,209509035,Avatar,54401446,504868451,1,101773826.66666669,131358061.16666669,95.5
Jan 15-18MLK wknd,2010,3,183162436,-0.80%,209509035,-9.40%,83,Avatar,/weekend/2010W03/occasion/us_mlkday_weekend/?ref_=bo_wey_table_60,2010,2,145045666,160275182,Avatar,50306217,430846514,4,144106715.15,173497607.55,85.9
Jan 8-10,2010,2,145045666,-29%,160275182,-27.20%,86,Avatar,/weekend/2010W02/?ref_=bo_wey_table_61,2010,1,204295752,220307116,Avatar,68490688,352114898,3,122621792.8125,149859356.3125,88.1875
Jan 1-3,2010,1,204295752,-20%,220307116,-18.40%,80,Avatar,/weekend/2010W01/?ref_=bo_wey_table_62,2009,52,255212095,270119719,Avatar,75617183,212711184,2,132775766.41666669,155875732.66666666,88.75
Dec 25-27,2009,52,255212095,102%,270119719,95.80%,83,Avatar,/weekend/2009W52/?ref_=bo_wey_table_1,2009,51,126343342,137963395,Avatar,77025481,77025481,1,196334086.94117647,222615748.0,76.29411764705883
Dec 18-20,2009,51,126343342,52.90%,137963395,42.10%,96,Avatar,/weekend/2009W51/?ref_=bo_wey_table_2,2009,50,82656512,97058602,The Princess and the Frog,24208916,27088786,3,164322845.4,180913443.46666667,81.2
Dec 11-13,2009,50,82656512,-4.20%,97058602,-2.60%,104,The Princess and the Frog,/weekend/2009W50/?ref_=bo_wey_table_3,2009,49,86237399,99663975,The Blind Side,20043181,128867559,3,108613725.63636364,120640989.54545456,102.63636363636364
Dec 4-6,2009,49,86237399,-50%,99663975,-46.50%,113,The Blind Side,/weekend/2009W49/?ref_=bo_wey_table_4,2009,48,251418028,266644110,The Twilight Saga: New Moon,66273378,230947696,1,77289676.66666667,88695051.61111109,109.44444444444444
Nov 25-29Thanksgiving 5-Day,2009,48,251418028,15.20%,266644110,16.60%,55,The Twilight Saga: New Moon,/weekend/2009W47/occasion/us_thanksgiving_5/?ref_=bo_wey_table_7,2009,47,246948248,258576253,The Twilight Saga: New Moon,142839137,142839137,1,171499002.80555555,185343632.11111107,83.6111111111111
Nov 20-22,2009,47,246948248,98.90%,258576253,84.70%,123,The Twilight Saga: New Moon,/weekend/2009W47/?ref_=bo_wey_table_8,2009,46,124130245,139985928,2012,65237614,65237614,1,202695349.6086957,214789448.3478261,89.7391304347826
Nov 13-15,2009,46,124130245,20.60%,139985928,16.80%,128,2012,/weekend/2009W46/?ref_=bo_wey_table_9,2009,45,102932989,119864425,A Christmas Carol,30051075,30051075,1,150439485.8181818,162818344.45454547,116.63636363636364
Nov 6-8,2009,45,102932989,32.80%,119864425,31.90%,128,A Christmas Carol,/weekend/2009W45/?ref_=bo_wey_table_10,2009,44,77489382,90874415,This Is It,23234394,34442926,1,142606271.54545453,156661743.36363637,121.72727272727272
Oct 30-Nov 1,2009,44,77489382,-23.20%,90874415,-21.70%,133,This Is It,/weekend/2009W44/?ref_=bo_wey_table_11,2009,43,100949943,116118451,Paranormal Activity,21104070,61580588,5,96893133.45454544,112459731.63636364,123.9090909090909
Oct 23-25,2009,43,100949943,-19%,116118451,-16.20%,135,Paranormal Activity,/weekend/2009W43/?ref_=bo_wey_table_12,2009,42,124637638,138588159,Where the Wild Things Are,32695407,32695407,1,94296281.1818182,109963444.72727272,124.63636363636364
Oct 16-18,2009,42,124637638,35.60%,138588159,25.90%,135,Where the Wild Things Are,/weekend/2009W42/?ref_=bo_wey_table_13,2009,41,105261988,123465598,Couples Retreat,38292965,38292965,1,108711994.16666669,123144908.41666669,124.58333333333331
Oct 9-12Columbus Day wknd,2009,41,105261988,15.10%,123465598,9.20%,57,Couples Retreat,/weekend/2009W41/occasion/us_columbusday_weekend/?ref_=bo_wey_table_15,2009,40,87465911,107092990,Zombieland,24733155,24733155,1,107863677.45,121973098.7,97.6
Oct 2-4,2009,40,87465911,10.20%,107092990,10.60%,130,Zombieland,/weekend/2009W40/?ref_=bo_wey_table_16,2009,39,79376189,96863428,Cloudy with a Chance of Meatballs,25038803,60474555,2,119561053.375,132403535.3125,110.1875
Sep 25-27,2009,39,79376189,-4.60%,96863428,-5%,137,Cloudy with a Chance of Meatballs,/weekend/2009W39/?ref_=bo_wey_table_17,2009,38,83214524,101915572,Cloudy with a Chance of Meatballs,30304648,30304648,1,91542753.0,105592491.41666669,128.25
Sep 18-20,2009,38,83214524,16.50%,101915572,10.40%,132,Cloudy with a Chance of Meatballs,/weekend/2009W38/?ref_=bo_wey_table_18,2009,37,71451514,92274610,I Can Do Bad All by Myself,23446785,23446785,1,86914069.66666667,102326128.08333331,127.83333333333331
Sep 11-13,2009,37,71451514,-6.50%,92274610,-5.60%,122,I Can Do Bad All by Myself,/weekend/2009W37/?ref_=bo_wey_table_19,2009,36,96256938,124476257,The Final Destination,15295069,50435066,1,81451524.66666667,99568524.66666669,125.58333333333331
Sep 4-7Labor Day wknd,2009,36,96256938,12%,124476257,0.60%,108,The Final Destination,/weekend/2009W36/occasion/us_laborday_weekend/?ref_=bo_wey_table_20,2009,35,105329392,125028168,The Final Destination,27408309,27408309,1,79852053.5625,105529132.125,113.125
Aug 28-30,2009,35,105329392,-1.10%,125028168,-1.80%,119,The Final Destination,/weekend/2009W35/?ref_=bo_wey_table_22,2009,34,106503767,127268259,Inglourious Basterds,38054676,38070437,1,83528402.8,115279308.05,109.8
Aug 21-23,2009,34,106503767,-10.60%,127268259,-10.70%,120,Inglourious Basterds,/weekend/2009W34/?ref_=bo_wey_table_23,2009,33,119101428,142476028,District 9,37354308,37354308,1,86155898.91666667,108205408.83333331,114.25
Aug 14-16,2009,33,119101428,-5.20%,142476028,-3.10%,116,District 9,/weekend/2009W33/?ref_=bo_wey_table_24,2009,32,125660546,147046404,G.I. Joe: The Rise of Cobra,54713046,54713046,1,115311023.75,135326532.33333334,112.91666666666669
Aug 7-9,2009,32,125660546,17.30%,147046404,15.10%,115,G.I. Joe: The Rise of Cobra,/weekend/2009W32/?ref_=bo_wey_table_25,2009,31,107143812,127760028,Funny People,22657780,22657780,1,133108853.25,150177606.16666666,109.83333333333331
Jul 31-Aug 2,2009,31,107143812,-22.50%,127760028,-15.70%,119,Funny People,/weekend/2009W31/?ref_=bo_wey_table_26,2009,30,138205853,151593131,G-Force,31706934,31706934,1,134064684.33333331,149076426.08333334,108.58333333333331
Jul 24-26,2009,30,138205853,-8.10%,151593131,-5.60%,112,G-Force,/weekend/2009W30/?ref_=bo_wey_table_27,2009,29,150389463,160546686,Harry Potter and the Half-Blood Prince,77835727,158022354,1,148763158.08333334,162250811.58333334,109.91666666666669
Jul 17-19,2009,29,150389463,13.70%,160546686,12%,112,Harry Potter and the Half-Blood Prince,/weekend/2009W29/?ref_=bo_wey_table_28,2009,28,132244941,143315556,Brüno,30619130,30619130,1,182475369.5833333,195040168.16666663,108.0
Jul 10-12,2009,28,132244941,-13.40%,143315556,-11.80%,107,Br¨¹no,/weekend/2009W28/?ref_=bo_wey_table_29,2009,27,152619904,162461789,Transformers: Revenge of the Fallen,42320877,293355885,2,166993485.33333334,179117028.41666666,110.0
Jul 3-5,2009,27,152619904,-19.90%,162461789,-19.10%,103,Transformers: Revenge of the Fallen,/weekend/2009W27/?ref_=bo_wey_table_30,2009,26,190609317,200752945,Transformers: Revenge of the Fallen,108966307,200077255,1,174799565.14285713,186610260.7142857,101.5
Jun 26-28,2009,26,190609317,36.40%,200752945,33%,114,Transformers: Revenge of the Fallen,/weekend/2009W26/?ref_=bo_wey_table_31,2009,25,139770972,150983198,The Proposal,33627598,33627598,1,179093226.14285713,192114475.2857143,106.21428571428572
Jun 19-21,2009,25,139770972,8.10%,150983198,9.50%,124,The Proposal,/weekend/2009W25/?ref_=bo_wey_table_32,2009,24,129330317,137931239,The Hangover,32794387,104768489,2,183005245.3333333,193777360.25,109.0
Jun 12-14,2009,24,129330317,-18.10%,137931239,-16.70%,125,The Hangover,/weekend/2009W24/?ref_=bo_wey_table_33,2009,23,157921508,165598060,The Hangover,44979319,44979319,1,170617422.83333334,180717244.41666663,110.5
Jun 5-7,2009,23,157921508,-1.20%,165598060,-0.30%,120,The Hangover,/weekend/2009W23/?ref_=bo_wey_table_34,2009,22,159873985,166122627,Up,68108790,68108790,1,141521272.91666666,149983262.5,110.75
