Title,LW_x,Weekend Gross_y,Total Gross_y,Week #_x,TW_x,Weekend Gross_x
Novitiate,85,$980 ,"$579,106 ",16,89,$900 
The Other Side of Hope,94,$637 ,"$182,175 ",11,90,$730 
Ridge Runners,78,"$2,106 ","$22,574 ",4,91,$730 
God's Own Country,88,$881 ,"$331,205 ",16,94,$621 
BPM (Beats Per Minute),63,"$4,982 ","$107,656 ",17,97,$542 
1945,81,"$1,472 ","$278,842 ",15,99,$460 
Please Stand By,84,$990 ,"$7,724 ",3,100,$410 
Like Me,79,"$2,042 ","$11,204 ",3,101,$280 
Vazante,80,"$1,874 ","$15,745 ",5,102,$200 
Jumanji: Welcome to the Jungle,4,"$10,023,344 ","$365,855,215 ",9,4,"$7,937,970 "
The Greatest Showman,5,"$6,443,343 ","$146,579,213 ",9,6,"$5,033,518 "
Maze Runner: The Death Cure,6,"$6,222,303 ","$49,240,432 ",4,8,"$2,600,395 "
Winchester,7,"$5,211,217 ","$17,338,575 ",3,9,"$2,205,695 "
The Post,8,"$3,631,998 ","$72,968,518 ",9,10,"$1,988,634 "
The Shape of Water,9,"$3,177,255 ","$49,942,946 ",12,12,"$1,660,921 "
"Three Billboards Outside Ebbing, Missouri",13,"$2,302,015 ","$45,446,821 ",15,13,"$1,514,240 "
12 Strong,12,"$2,743,248 ","$42,013,427 ",5,14,"$938,276 "
Den of Thieves,10,"$2,999,379 ","$41,070,702 ",5,15,"$933,933 "
Darkest Hour,15,"$1,604,995 ","$51,485,087 ",13,16,"$927,190 "
"I, Tonya",14,"$1,671,331 ","$25,348,356 ",11,17,"$907,443 "
Hostiles,11,"$2,824,754 ","$26,022,222 ",9,18,"$837,565 "
Phantom Thread,19,"$1,205,825 ","$16,403,919 ",8,19,"$718,235 "
Coco,23,"$886,289 ","$206,172,630 ",13,21,"$689,687 "
Lady Bird,22,"$902,741 ","$45,205,597 ",16,23,"$623,391 "
Star Wars: The Last Jedi,16,"$1,397,413 ","$616,833,692 ",10,24,"$617,698 "
Call Me by Your Name,27,"$675,269 ","$13,937,405 ",13,26,"$507,912 "
Padmaavat,21,"$1,039,904 ","$10,638,033 ",4,27,"$475,980 "
Forever My Girl,18,"$1,239,673 ","$14,578,992 ",5,28,"$422,932 "
Paddington 2,17,"$1,301,101 ","$38,533,465 ",6,29,"$401,294 "
Ferdinand,31,"$383,861 ","$81,981,414 ",10,32,"$294,904 "
Molly's Game,30,"$453,901 ","$27,906,604 ",8,34,"$201,913 "
Wonder,32,"$279,886 ","$131,328,236 ",14,35,"$200,428 "
Thor: Ragnarok,35,"$225,071 ","$314,316,296 ",16,36,"$195,697 "
Insidious: The Last Key,28,"$596,055 ","$66,768,075 ",7,37,"$149,630 "
Pitch Perfect 3,33,"$257,980 ","$104,388,015 ",9,38,"$139,435 "
Justice League,36,"$170,569 ","$228,561,662 ",14,39,"$132,292 "
Film Stars Don't Die in Liverpool,44,"$56,956 ","$392,690 ",8,40,"$115,823 "
The Commuter,29,"$575,770 ","$35,541,634 ",6,41,"$114,800 "
A Fantastic Woman,39,"$109,481 ","$220,820 ",3,43,"$94,282 "
The Insult,38,"$110,122 ","$455,609 ",6,44,"$84,337 "
Proud Mary,34,"$226,265 ","$20,604,576 ",6,46,"$40,738 "
A Beautiful Planet,49,"$25,508 ","$13,192,326 ",95,47,"$38,434 "
All the Money in the World,43,"$58,775 ","$24,885,219 ",8,48,"$37,739 "
1945,99,$460 ,"$279,432 ",16,50,"$32,556 "
Murder on the Orient Express (2017),45,"$49,652 ","$102,726,660 ",15,53,"$27,412 "
The Florida Project,47,"$30,674 ","$5,791,262 ",20,55,"$19,567 "
The Disaster Artist,48,"$28,774 ","$21,064,081 ",12,58,"$14,358 "
Happy End,59,"$15,406 ","$245,037 ",9,59,"$10,078 "
In the Fade,51,"$22,992 ","$246,429 ",8,60,"$9,195 "
The Square,62,"$11,570 ","$1,445,674 ",17,61,"$8,442 "
Bilal: A New Breed of Hero,42,"$73,595 ","$458,829 ",3,63,"$8,202 "
Under the Sea 3D,75,"$2,971 ","$35,710,286 ",471,65,"$7,461 "
Deep Sea 3D (IMAX),67,"$6,125 ","$46,280,365 ",604,69,"$6,515 "
Have a Nice Day,68,"$5,876 ","$41,760 ",4,70,"$6,228 "
Mary and the Witch's Flower,54,"$21,331 ","$1,933,016 ",5,72,"$5,620 "
Faces Places,53,"$21,479 ","$812,275 ",20,76,"$4,024 "
Hubble 3D,73,"$4,022 ","$52,019,098 ",414,77,"$3,940 "
The Breadwinner,64,"$8,068 ","$287,774 ",14,78,"$3,758 "
Along with the Gods: The Two Worlds,56,"$16,694 ","$1,894,785 ",9,79,"$3,288 "
Jane (2017),78,"$2,165 ","$1,681,209 ",18,80,"$3,178 "
In Between,79,"$2,142 ","$52,763 ",7,81,"$3,023 "
The Final Year,81,"$1,858 ","$182,217 ",5,82,"$2,558 "
Born to Be Wild (IMAX),83,"$1,536 ","$25,635,084 ",359,85,"$1,971 "
Beuys,80,"$2,025 ","$43,052 ",5,86,"$1,546 "
Before We Vanish,63,"$9,799 ","$26,699 ",3,87,"$1,232 "
Till the End of the World,55,"$18,528 ","$102,888 ",3,88,$835 
Tom of Finland,82,"$1,758 ","$359,603 ",19,89,$675 
Please Stand By,100,$410 ,"$8,134 ",4,90,$670 
Wastelander,88,"$1,002 ","$56,481 ",6,91,$608 
Ridge Runners,91,$730 ,"$24,309 ",5,93,$578 
Vazante,102,$200 ,"$17,774 ",6,94,$569 
"Roman J. Israel, Esq.",77,"$2,176 ","$11,961,105 ",14,95,$545 
God's Own Country,94,$621 ,"$332,220 ",17,98,$315 
BPM (Beats Per Minute),97,$542 ,"$111,377 ",18,99,$243 
Peter Rabbit,2,"$17,506,207 ","$48,478,749 ",3,3,"$12,760,382 "
Fifty Shades Freed,3,"$17,307,545 ","$76,499,000 ",3,5,"$7,147,285 "
Jumanji: Welcome to the Jungle,4,"$7,937,970 ","$377,616,535 ",10,6,"$5,650,497 "
The 15:17 to Paris,5,"$7,586,015 ","$25,333,732 ",3,7,"$3,573,259 "
The Greatest Showman,6,"$5,033,518 ","$154,411,874 ",10,8,"$3,411,649 "
"Three Billboards Outside Ebbing, Missouri",13,"$1,514,240 ","$47,983,746 ",16,11,"$1,370,863 "
The Shape of Water,12,"$1,660,921 ","$53,239,635 ",13,13,"$1,311,276 "
The Post,10,"$1,988,634 ","$76,598,006 ",10,14,"$1,242,239 "
Phantom Thread,19,"$718,235 ","$17,714,859 ",9,15,"$993,205 "
Maze Runner: The Death Cure,8,"$2,600,395 ","$54,080,521 ",5,17,"$962,619 "
Winchester,9,"$2,205,695 ","$21,835,874 ",4,18,"$929,450 "
Darkest Hour,16,"$927,190 ","$53,168,882 ",14,19,"$745,625 "
Lady Bird,23,"$623,391 ","$46,269,557 ",17,20,"$669,640 "
"I, Tonya",17,"$907,443 ","$27,011,562 ",12,21,"$582,853 "
Call Me by Your Name,26,"$507,912 ","$14,877,572 ",14,23,"$523,206 "
The Oscar Nominated Short Films 2018,22,"$680,411 ","$1,747,243 ",3,24,"$488,311 "
Coco,21,"$689,687 ","$207,170,354 ",14,25,"$469,403 "
Den of Thieves,15,"$933,933 ","$43,435,863 ",6,27,"$395,974 "
12 Strong,14,"$938,276 ","$44,086,482 ",6,28,"$385,032 "
Star Wars: The Last Jedi,24,"$617,698 ","$618,040,475 ",11,30,"$352,838 "
Hostiles,18,"$837,565 ","$28,314,390 ",10,31,"$350,326 "
Ferdinand,32,"$294,904 ","$82,381,301 ",11,32,"$240,571 "
La Boda de Valentina,25,"$532,308 ","$2,073,402 ",3,33,"$228,501 "
Paddington 2,29,"$401,294 ","$39,276,352 ",7,34,"$213,231 "
Mary and the Witch's Flower,71,"$5,620 ","$1,951,060 ",6,35,"$203,439 "
Padmaavat,27,"$475,980 ","$11,436,332 ",5,36,"$187,949 "
Wonder,34,"$200,428 ","$131,662,322 ",15,37,"$168,350 "
Forever My Girl,28,"$422,932 ","$15,679,599 ",6,38,"$162,660 "
A Fantastic Woman,42,"$94,282 ","$368,483 ",4,39,"$158,254 "
Thor: Ragnarok,35,"$195,697 ","$314,593,821 ",17,40,"$137,366 "
Molly's Game,33,"$201,913 ","$28,356,065 ",9,41,"$125,445 "
The Commuter,40,"$114,800 ","$35,941,298 ",7,42,"$113,208 "
Pad Man,30,"$348,897 ","$1,344,707 ",3,43,"$103,019 "
Pitch Perfect 3,37,"$139,435 ","$104,630,980 ",10,46,"$90,250 "
Justice League,38,"$132,292 ","$228,748,764 ",15,47,"$85,256 "
The Insult,43,"$84,337 ","$623,467 ",7,48,"$76,270 "
Film Stars Don't Die in Liverpool,39,"$115,823 ","$539,277 ",9,49,"$74,979 "
Insidious: The Last Key,36,"$149,630 ","$67,197,105 ",8,50,"$74,065 "
Proud Mary,45,"$40,738 ","$20,769,998 ",7,53,"$40,206 "
A Beautiful Planet,46,"$38,434 ","$13,263,517 ",96,54,"$30,734 "
All the Money in the World,47,"$37,739 ","$24,956,313 ",9,56,"$25,737 "
1945,49,"$32,556 ","$312,108 ",17,57,"$23,709 "
Murder on the Orient Express (2017),52,"$27,412 ","$102,783,519 ",16,62,"$16,498 "
Faces Places,75,"$4,024 ","$830,522 ",21,63,"$15,238 "
The Florida Project,54,"$19,567 ","$5,828,123 ",21,64,"$12,953 "
But Deliver Us from Evil,53,"$23,296 ","$161,369 ",3,66,"$10,131 "
The Square,60,"$8,442 ","$1,459,975 ",18,68,"$7,920 "
Have a Nice Day,69,"$6,228 ","$51,335 ",5,69,"$7,242 "
Happy End,58,"$10,078 ","$262,932 ",10,70,"$6,976 "
In Between,80,"$3,023 ","$58,258 ",8,71,"$6,779 "
The Disaster Artist,57,"$14,358 ","$21,094,964 ",13,72,"$6,495 "
Island of Lemurs: Madagascar (IMAX),63,"$7,584 ","$11,139,990 ",204,74,"$5,774 "
Deep Sea 3D (IMAX),68,"$6,515 ","$46,293,049 ",606,75,"$5,594 "
Tom of Finland,88,$675 ,"$361,507 ",20,79,"$4,541 "
Hubble 3D,76,"$3,940 ","$52,026,437 ",415,80,"$4,465 "
Golden Exits,61,"$8,416 ","$25,695 ",3,81,"$4,413 "
Under the Sea 3D,64,"$7,461 ","$35,718,738 ",472,82,"$4,042 "
Jane (2017),79,"$3,178 ","$1,694,407 ",19,83,"$3,986 "
In the Fade,59,"$9,195 ","$269,055 ",9,85,"$3,849 "
First We Take Brooklyn,56,"$15,090 ","$35,517 ",3,86,"$3,444 "
The Breadwinner,77,"$3,758 ","$297,693 ",15,88,"$3,389 "
Born to Be Wild (IMAX),84,"$1,971 ","$25,640,359 ",360,94,"$2,528 "
Along with the Gods: The Two Worlds,78,"$3,288 ","$1,904,548 ",10,95,"$2,059 "
Bilal: A New Breed of Hero,62,"$8,202 ","$484,851 ",4,96,"$1,979 "
The Final Year,81,"$2,558 ","$186,389 ",6,99,$940 
Ridge Runners,92,$578 ,"$25,129 ",6,105,$397 
Beuys,85,"$1,546 ","$47,623 ",6,106,$202 
Black Panther,1,"$111,658,835 ","$403,613,257 ",3,1,"$66,306,935 "
Peter Rabbit,3,"$12,760,382 ","$71,506,084 ",4,5,"$10,005,177 "
Jumanji: Welcome to the Jungle,6,"$5,650,497 ","$387,284,712 ",11,7,"$4,438,090 "
Fifty Shades Freed,5,"$7,147,285 ","$89,793,065 ",4,8,"$3,400,505 "
The Greatest Showman,8,"$3,411,649 ","$160,778,519 ",11,9,"$2,703,357 "
The Shape of Water,13,"$1,311,276 ","$55,497,120 ",14,11,"$1,479,352 "
The 15:17 to Paris,7,"$3,573,259 ","$32,231,011 ",4,12,"$1,413,755 "
"Three Billboards Outside Ebbing, Missouri",11,"$1,370,863 ","$50,275,442 ",17,13,"$1,292,173 "
The Post,14,"$1,242,239 ","$78,890,240 ",11,14,"$1,069,501 "
Call Me by Your Name,23,"$523,206 ","$15,764,116 ",15,15,"$783,227 "
Phantom Thread,15,"$993,205 ","$19,145,299 ",10,16,"$752,545 "
Darkest Hour,19,"$745,625 ","$54,465,467 ",15,17,"$696,160 "
Lady Bird,20,"$669,640 ","$47,459,099 ",18,18,"$568,742 "
"I, Tonya",21,"$582,853 ","$28,096,626 ",13,19,"$552,389 "
Winchester,18,"$929,450 ","$23,735,224 ",5,20,"$516,392 "
Early Man,10,"$1,773,963 ","$6,853,385 ",3,21,"$486,262 "
Maze Runner: The Death Cure,17,"$962,619 ","$56,329,223 ",6,22,"$470,922 "
The Oscar Nominated Short Films 2018,24,"$488,311 ","$2,634,591 ",4,23,"$422,990 "
Coco,25,"$469,403 ","$208,032,413 ",15,25,"$321,188 "
Samson,16,"$970,708 ","$3,743,204 ",3,26,"$308,487 "
Star Wars: The Last Jedi,30,"$352,838 ","$618,728,556 ",12,27,"$252,689 "
Den of Thieves,27,"$395,974 ","$44,306,529 ",7,28,"$223,863 "
Paddington 2,34,"$213,231 ","$39,802,641 ",8,29,"$212,361 "
Ferdinand,32,"$240,571 ","$82,809,980 ",12,30,"$211,603 "
12 Strong,28,"$385,032 ","$44,893,967 ",7,32,"$163,030 "
Hostiles,31,"$350,326 ","$29,133,147 ",11,33,"$159,044 "
Detective Chinatown 2,29,"$381,886 ","$1,537,464 ",3,35,"$146,069 "
The Party (2017),44,"$100,474 ","$151,976 ",3,36,"$127,464 "
A Fantastic Woman,39,"$158,254 ","$585,333 ",5,37,"$125,005 "
Thor: Ragnarok,40,"$137,366 ","$314,812,368 ",18,38,"$118,574 "
La Boda de Valentina,33,"$228,501 ","$2,508,135 ",4,39,"$102,890 "
Wonder,37,"$168,350 ","$131,947,082 ",16,40,"$92,987 "
Forever My Girl,38,"$162,660 ","$16,024,892 ",7,41,"$92,406 "
The Commuter,42,"$113,208 ","$36,114,858 ",8,42,"$75,715 "
Molly's Game,41,"$125,445 ","$28,595,534 ",10,44,"$75,449 "
Pitch Perfect 3,46,"$90,250 ","$104,782,735 ",11,45,"$68,100 "
Loveless (2018),52,"$60,256 ","$126,768 ",3,46,"$61,460 "
The Insult,48,"$76,270 ","$762,171 ",8,47,"$52,674 "
Justice League,47,"$85,256 ","$228,890,349 ",16,48,"$51,159 "
Nostalgia,61,"$16,701 ","$36,442 ",3,49,"$42,063 "
Monster Hunt 2,45,"$99,768 ","$611,267 ",3,50,"$39,939 "
Film Stars Don't Die in Liverpool,49,"$74,979 ","$700,851 ",10,54,"$29,946 "
Pad Man,43,"$103,019 ","$1,602,164 ",4,55,"$27,525 "
Proud Mary,53,"$40,206 ","$20,828,945 ",8,56,"$24,678 "
Faces Places,63,"$15,238 ","$863,281 ",22,57,"$19,718 "
A Beautiful Planet,54,"$30,734 ","$13,342,222 ",97,58,"$17,755 "
1945,57,"$23,709 ","$356,884 ",18,59,"$17,155 "
All the Money in the World,56,"$25,737 ","$25,004,002 ",10,63,"$14,467 "
Mary and the Witch's Flower,35,"$203,439 ","$2,160,432 ",7,64,"$14,032 "
Detective K: Secret of the Living Dead,60,"$17,655 ","$74,251 ",3,65,"$11,026 "
The Florida Project,64,"$12,953 ","$5,854,557 ",22,66,"$10,230 "
In the Fade,85,"$3,849 ","$279,516 ",10,69,"$7,697 "
Mind Game (2017 re-release),98,"$1,213 ","$6,822 ",3,70,"$7,225 "
The Square,68,"$7,920 ","$1,473,966 ",19,71,"$7,107 "
But Deliver Us from Evil,66,"$10,131 ","$197,260 ",4,72,"$6,360 "
The Monkey King 3,59,"$20,476 ","$167,335 ",3,74,"$5,616 "
In Between,71,"$6,779 ","$68,225 ",9,75,"$5,029 "
Under the Sea 3D,82,"$4,042 ","$35,727,987 ",473,77,"$4,926 "
The Disaster Artist,72,"$6,495 ","$21,108,219 ",14,78,"$4,342 "
Deep Sea 3D (IMAX),75,"$5,594 ","$46,302,583 ",608,81,"$3,625 "
Double Lover,58,"$21,350 ","$139,850 ",3,82,"$3,548 "
Jane (2017),83,"$3,986 ","$1,705,262 ",20,83,"$3,523 "
Island of Lemurs: Madagascar (IMAX),74,"$5,774 ","$11,152,769 ",205,85,"$3,131 "
Happy End,70,"$6,976 ","$277,964 ",11,87,"$2,776 "
Have a Nice Day,69,"$7,242 ","$63,234 ",6,88,"$2,470 "
Western,78,"$4,836 ","$16,998 ",3,89,"$2,303 "
Golden Exits,81,"$4,413 ","$37,801 ",4,92,"$2,200 "
Tom of Finland,79,"$4,541 ","$366,784 ",21,93,"$2,188 "
Hubble 3D,80,"$4,465 ","$52,036,703 ",416,94,"$1,969 "
Tehran Taboo,73,"$6,012 ","$25,651 ",3,95,"$1,869 "
The Breadwinner,88,"$3,389 ","$305,002 ",16,96,"$1,865 "
Big Sonia,92,"$2,805 ","$181,702 ",16,102,"$1,075 "
Born to Be Wild (IMAX),94,"$2,528 ","$25,643,876 ",361,109,$406 
Beuys,106,$202 ,"$50,462 ",7,114,$150 
Black Panther,1,"$66,306,935 ","$501,706,972 ",4,1,"$40,817,579 "
Game Night,4,"$10,412,496 ","$33,240,262 ",3,5,"$7,863,391 "
Peter Rabbit,5,"$10,005,177 ","$84,065,553 ",5,6,"$6,775,718 "
Annihilation,6,"$5,607,902 ","$20,594,644 ",3,8,"$3,302,319 "
Jumanji: Welcome to the Jungle,7,"$4,438,090 ","$393,139,443 ",12,10,"$2,742,244 "
The Shape of Water,11,"$1,479,352 ","$57,609,421 ",15,12,"$2,347,664 "
The Greatest Showman,9,"$2,703,357 ","$164,644,800 ",12,13,"$1,914,157 "
Fifty Shades Freed,8,"$3,400,505 ","$95,689,965 ",5,14,"$1,368,020 "
"Three Billboards Outside Ebbing, Missouri",13,"$1,292,173 ","$52,180,601 ",18,17,"$694,643 "
The Post,14,"$1,069,501 ","$80,527,737 ",12,18,"$328,610 "
Call Me by Your Name,15,"$783,227 ","$16,909,289 ",16,19,"$293,406 "
A Fantastic Woman,37,"$125,005 ","$781,558 ",6,20,"$271,632 "
Darkest Hour,17,"$696,160 ","$55,550,377 ",16,21,"$265,545 "
Star Wars: The Last Jedi,27,"$252,689 ","$619,116,325 ",13,22,"$265,513 "
The 15:17 to Paris,12,"$1,413,755 ","$34,961,971 ",5,23,"$264,490 "
"I, Tonya",19,"$552,389 ","$28,941,481 ",14,24,"$263,031 "
Coco,25,"$321,188 ","$208,473,907 ",16,25,"$258,951 "
Every Day (2018),10,"$1,542,354 ","$5,243,158 ",3,26,"$251,513 "
Phantom Thread,16,"$752,545 ","$20,286,709 ",11,27,"$235,490 "
Ferdinand,30,"$211,603 ","$83,075,940 ",13,28,"$192,103 "
Maze Runner: The Death Cure,22,"$470,922 ","$57,095,133 ",7,30,"$181,633 "
Lady Bird,18,"$568,742 ","$48,321,868 ",19,31,"$173,634 "
Winchester,20,"$516,392 ","$24,545,230 ",6,32,"$167,629 "
Operation Red Sea,24,"$333,408 ","$977,616 ",3,33,"$165,018 "
Paddington 2,29,"$212,361 ","$40,058,423 ",9,34,"$162,792 "
Early Man,21,"$486,262 ","$7,738,711 ",4,36,"$105,059 "
The Party (2017),36,"$127,464 ","$317,028 ",4,37,"$100,283 "
Den of Thieves,28,"$223,863 ","$44,694,190 ",8,38,"$74,715 "
Samson,26,"$308,487 ","$4,440,576 ",4,39,"$71,316 "
The Oscar Nominated Short Films 2018,23,"$422,990 ","$3,309,589 ",5,41,"$64,060 "
12 Strong,32,"$163,030 ","$45,183,792 ",8,42,"$63,761 "
Hostiles,33,"$159,044 ","$29,465,383 ",12,43,"$61,641 "
Wonder,40,"$92,987 ","$132,093,157 ",17,44,"$54,854 "
Loveless (2018),46,"$61,460 ","$221,568 ",4,45,"$53,612 "
Detective Chinatown 2,35,"$146,069 ","$1,803,125 ",4,46,"$49,783 "
BOMBSHELL: The Hedy Lamarr Story,52,"$34,231 ","$341,008 ",16,47,"$46,379 "
La Boda de Valentina,39,"$102,890 ","$2,683,498 ",5,48,"$44,048 "
Thor: Ragnarok,38,"$118,574 ","$314,965,819 ",19,49,"$41,864 "
The Commuter,42,"$75,715 ","$36,242,015 ",9,50,"$40,551 "
Forever My Girl,41,"$92,406 ","$16,176,303 ",8,51,"$38,141 "
A Beautiful Planet,58,"$17,755 ","$13,382,824 ",98,52,"$33,666 "
All the Money in the World,63,"$14,467 ","$25,037,552 ",11,54,"$31,431 "
Justice League,48,"$51,159 ","$228,962,883 ",17,55,"$30,018 "
Film Stars Don't Die in Liverpool,54,"$29,946 ","$772,478 ",11,58,"$21,061 "
The Insult,47,"$52,674 ","$856,382 ",9,60,"$19,787 "
Agent Mr. Chan,51,"$39,464 ","$138,031 ",3,61,"$15,854 "
The Young Karl Marx,61,"$15,935 ","$56,679 ",3,66,"$11,635 "
1945,59,"$17,155 ","$387,941 ",19,68,"$11,385 "
Faces Places,57,"$19,718 ","$899,508 ",23,69,"$10,914 "
Mary and the Witch's Flower,64,"$14,032 ","$2,355,979 ",8,70,"$8,663 "
The Florida Project,66,"$10,230 ","$5,873,664 ",23,71,"$7,899 "
Under the Sea 3D,77,"$4,926 ","$35,737,272 ",474,72,"$7,861 "
In the Fade,69,"$7,697 ","$288,485 ",11,74,"$6,546 "
Hubble 3D,94,"$1,969 ","$52,043,542 ",417,76,"$4,977 "
Happy End,87,"$2,776 ","$285,532 ",12,78,"$4,530 "
Tehran Taboo,95,"$1,869 ","$31,601 ",4,80,"$3,715 "
Island of Lemurs: Madagascar (IMAX),85,"$3,131 ","$11,158,668 ",206,81,"$3,648 "
In Between,75,"$5,029 ","$78,725 ",10,82,"$3,372 "
Western,89,"$2,303 ","$23,025 ",4,83,"$3,176 "
Mind Game (2017 re-release),70,"$7,225 ","$14,811 ",4,84,"$2,895 "
Double Lover,82,"$3,548 ","$155,046 ",4,85,"$2,875 "
Jane (2017),83,"$3,523 ","$1,713,514 ",21,86,"$2,705 "
Deep Sea 3D (IMAX),81,"$3,625 ","$46,309,642 ",610,87,"$2,560 "
Born to Be Wild (IMAX),109,$406 ,"$25,646,407 ",362,88,"$2,543 "
But Deliver Us from Evil,72,"$6,360 ","$209,857 ",5,89,"$2,526 "
Have a Nice Day,88,"$2,470 ","$70,956 ",7,90,"$2,470 "
The Square,71,"$7,107 ","$1,487,823 ",20,94,"$1,740 "
Tom of Finland,93,"$2,188 ","$371,696 ",22,98,"$1,335 "
Beuys,114,$150 ,"$52,432 ",8,99,"$1,244 "
Big Sonia,102,"$1,075 ","$184,358 ",17,100,"$1,077 "
Detective K: Secret of the Living Dead,65,"$11,026 ","$97,468 ",4,104,$752 
The Breadwinner,96,"$1,865 ","$309,736 ",17,105,$489 
The Divine Order,115,$87 ,"$72,008 ",20,108,$223 
The Lodgers,110,$286 ,"$7,236 ",3,111,$87 
Black Panther,1,"$40,817,579 ","$561,697,180 ",5,1,"$26,650,690 "
Game Night,5,"$7,863,391 ","$45,004,023 ",4,6,"$5,602,230 "
Peter Rabbit,6,"$6,775,718 ","$93,433,524 ",6,7,"$5,201,647 "
Red Sparrow,4,"$8,502,263 ","$31,471,006 ",3,9,"$4,531,187 "
Death Wish (2018),7,"$6,581,130 ","$23,856,431 ",3,10,"$3,368,565 "
Annihilation,8,"$3,302,319 ","$26,246,833 ",4,11,"$1,733,605 "
Jumanji: Welcome to the Jungle,10,"$2,742,244 ","$397,250,264 ",13,12,"$1,622,505 "
The Greatest Showman,13,"$1,914,157 ","$167,614,558 ",13,14,"$1,134,199 "
The Shape of Water,12,"$2,347,664 ","$61,085,147 ",16,16,"$793,617 "
Fifty Shades Freed,14,"$1,368,020 ","$98,382,615 ",6,18,"$610,535 "
"Three Billboards Outside Ebbing, Missouri",17,"$694,643 ","$53,465,243 ",19,22,"$266,797 "
A Fantastic Woman,20,"$271,632 ","$1,157,307 ",7,24,"$192,471 "
Coco,25,"$258,951 ","$208,845,284 ",17,25,"$184,351 "
Star Wars: The Last Jedi,22,"$265,513 ","$619,483,244 ",14,26,"$174,756 "
Ferdinand,28,"$192,103 ","$83,362,967 ",14,27,"$166,091 "
The Post,18,"$328,610 ","$81,168,402 ",13,29,"$132,503 "
Call Me by Your Name,19,"$293,406 ","$17,458,151 ",17,30,"$121,703 "
"I, Tonya",24,"$263,031 ","$29,509,368 ",15,31,"$121,595 "
Maze Runner: The Death Cure,30,"$181,633 ","$57,448,833 ",8,32,"$103,094 "
Darkest Hour,21,"$265,545 ","$56,088,295 ",17,33,"$102,595 "
Phantom Thread,27,"$235,490 ","$20,713,025 ",12,34,"$94,580 "
12 Strong,42,"$63,761 ","$45,304,911 ",9,35,"$79,046 "
The 15:17 to Paris,23,"$264,490 ","$35,772,875 ",6,36,"$75,588 "
Operation Red Sea,33,"$165,018 ","$1,279,397 ",4,37,"$74,228 "
Early Man,36,"$105,059 ","$8,030,418 ",5,38,"$69,426 "
Lady Bird,31,"$173,634 ","$48,701,472 ",20,39,"$68,406 "
Wonder,44,"$54,854 ","$132,221,523 ",18,40,"$60,463 "
The Party (2017),37,"$100,283 ","$485,081 ",5,41,"$60,228 "
Hostiles,43,"$61,641 ","$29,614,666 ",13,42,"$51,717 "
Winchester,32,"$167,629 ","$24,871,652 ",7,43,"$50,076 "
BOMBSHELL: The Hedy Lamarr Story,47,"$46,379 ","$414,450 ",17,44,"$49,974 "
Foxtrot,56,"$27,420 ","$110,232 ",3,45,"$49,660 "
Oh Lucy!,53,"$32,873 ","$53,170 ",3,47,"$48,785 "
Loveless (2018),45,"$53,612 ","$302,886 ",5,48,"$47,569 "
A Beautiful Planet,52,"$33,666 ","$13,468,044 ",99,49,"$39,965 "
Den of Thieves,38,"$74,715 ","$44,863,974 ",9,51,"$33,507 "
Every Day (2018),26,"$251,513 ","$5,955,811 ",4,52,"$32,378 "
Detective Chinatown 2,46,"$49,783 ","$1,908,114 ",5,55,"$21,337 "
The Insult,60,"$19,787 ","$904,521 ",10,56,"$20,006 "
1945,68,"$11,385 ","$408,482 ",20,57,"$19,914 "
Samson,39,"$71,316 ","$4,627,245 ",5,58,"$19,902 "
Forever My Girl,51,"$38,141 ","$16,250,914 ",9,59,"$16,723 "
Goldstone,75,"$5,812 ","$8,115 ",3,60,"$13,603 "
Film Stars Don't Die in Liverpool,58,"$21,061 ","$810,406 ",12,62,"$12,816 "
All the Money in the World,54,"$31,431 ","$25,076,259 ",12,65,"$10,862 "
The Oscar Nominated Short Films 2018,41,"$64,060 ","$3,465,810 ",6,66,"$9,440 "
Agent Mr. Chan,61,"$15,854 ","$175,790 ",4,67,"$9,262 "
In Between,82,"$3,372 ","$84,901 ",11,68,"$7,962 "
Mary and the Witch's Flower,70,"$8,663 ","$2,374,464 ",9,71,"$7,205 "
The Young Karl Marx,66,"$11,635 ","$79,530 ",4,73,"$6,911 "
Hubble 3D,76,"$4,977 ","$52,056,140 ",418,75,"$6,558 "
Under the Sea 3D,72,"$7,861 ","$35,748,537 ",475,76,"$6,506 "
Tehran Taboo,80,"$3,715 ","$37,637 ",5,78,"$5,677 "
Faces Places,69,"$10,914 ","$922,576 ",24,79,"$5,409 "
The Florida Project,71,"$7,899 ","$5,888,312 ",24,80,"$5,328 "
In the Fade,74,"$6,546 ","$300,212 ",12,82,"$3,787 "
Happy End,78,"$4,530 ","$293,163 ",13,83,"$3,579 "
Mind Game (2017 re-release),84,"$2,895 ","$21,054 ",5,86,"$3,043 "
The Square,94,"$1,740 ","$1,495,866 ",21,88,"$2,501 "
Deep Sea 3D (IMAX),87,"$2,560 ","$46,315,163 ",612,89,"$2,120 "
The Sacrifice (2017 re-release),106,$341 ,"$58,589 ",22,90,"$2,000 "
Have a Nice Day,90,"$2,470 ","$74,747 ",8,91,"$1,919 "
Island of Lemurs: Madagascar (IMAX),81,"$3,648 ","$11,173,373 ",207,92,"$1,852 "
Tom of Finland,98,"$1,335 ","$375,308 ",23,94,"$1,596 "
Western,83,"$3,176 ","$28,823 ",5,95,"$1,509 "
