TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
98,84,Memoir of War,MBox,"$1,709 ",-55.70%,5,-1,$342 ,"$92,697 ",-,8,2018,40,39
99,82,Let the Corpses Tan,KL,"$1,646 ",-62.10%,2,-11,$823 ,"$82,637 ",-,6,2018,40,39
100,99,"Hale County This Morning, This Evening",CGld,"$1,622 ",-16.10%,2,-,$811 ,"$25,150 ",-,4,2018,40,39
101,106,Perfect Blue (2018 re-release),GK,"$1,565 ",38.30%,1,-1,"$1,565 ","$444,329 ",-,5,2018,40,39
102,85,The Darkest Minds,Fox,"$1,515 ",-58.40%,10,-9,$152 ,"$12,693,802 ",$34 ,10,2018,40,39
103,113,"No Date, No Signature",Distrib.,"$1,371 ",106.50%,1,-,"$1,371 ","$29,498 ",-,10,2018,40,39
104,97,Deadpool 2,Fox,"$1,290 ",-47.10%,7,2,$184 ,"$318,490,305 ",$110 ,21,2018,40,39
106,120,At First Light,EOne,$846 ,208.80%,3,-2,$282 ,"$2,320 ",-,2,2018,40,39
107,105,Under the Sea 3D,WB,$715 ,-43.60%,3,-,$238 ,"$35,974,398 ",-,504,2018,40,39
108,109,Painless,Indic.,$683 ,-23.60%,1,-,$683 ,"$5,912 ",-,3,2018,40,39
109,93,What Will People Say,KL,$675 ,-75.00%,1,-1,$675 ,"$40,570 ",-,12,2018,40,39
111,112,En el Septimo Dia (On the Seventh Day),CGld,$642 ,-14.30%,1,-1,$642 ,"$78,912 ",-,18,2018,40,39
112,66,Manmarziyaan,Eros,$639 ,-96.70%,99,-,$6 ,"$567,385 ",-,4,2018,40,39
113,116,"Nico, 1988",Magn.,$505 ,13.70%,1,-3,$505 ,"$73,304 ",-,10,2018,40,39
114,101,Support the Girls,Magn.,$419 ,-76.40%,3,-,$140 ,"$127,812 ",-,7,2018,40,39
115,118,The Atomic Cafe (2018 re-release),KL,$309 ,-,2,1,$155 ,"$20,910 ",-,10,2018,40,39
116,128,Hubble 3D,WB,$224 ,833.30%,2,-,$112 ,"$52,333,935 ",-,447,2018,40,39
117,117,Cynthia,Indic.,$222 ,-47.40%,1,-,$222 ,"$57,881 ",-,6,2018,40,39
118,119,The Third Murder,FM,$186 ,-38.00%,1,-,$186 ,"$84,152 ",-,12,2018,40,39
120,122,Journey to the South Pacific,IMAX,$99 ,-55.00%,1,-,$99 ,"$7,640,846 ",-,254,2018,40,39
122,114,Show Dogs,Global Road,$80 ,-86.90%,2,-,$40 ,"$17,856,931 ",-,21,2018,40,39
1,1,Venom (2018),Sony,"$35,006,107 ",-56.40%,4250,-,"$8,237 ","$142,108,258 ",$100 ,2,2018,41,40
2,2,A Star is Born (2018),WB,"$28,445,205 ",-33.70%,3708,22,"$7,671 ","$94,605,565 ",$36 ,2,2018,41,40
5,3,Smallfoot,WB,"$9,066,837 ",-37.00%,3606,-525,"$2,514 ","$57,375,058 ",-,3,2018,41,40
6,4,Night School (2018),Uni.,"$7,751,255 ",-38.10%,2780,-239,"$2,788 ","$59,560,205 ",$29 ,3,2018,41,40
8,5,The House With A Clock In Its Walls,Uni.,"$3,844,240 ",-47.60%,2791,-672,"$1,377 ","$62,119,740 ",$42 ,4,2018,41,40
9,14,The Hate U Give,Fox,"$1,736,842 ",239.20%,248,212,"$7,003 ","$2,449,156 ",$23 ,2,2018,41,40
10,7,The Nun,WB (NL),"$1,345,355 ",-50.20%,1174,-1090,"$1,146 ","$115,900,401 ",$22 ,6,2018,41,40
11,6,A Simple Favor,LGF,"$1,329,701 ",-61.20%,1452,-956,$916 ,"$51,987,209 ",$20 ,5,2018,41,40
13,8,Crazy Rich Asians,WB,"$1,037,228 ",-52.10%,738,-728,"$1,405 ","$171,326,596 ",$30 ,9,2018,41,40
14,15,Colette,BST,"$999,713 ",102.80%,593,486,"$1,686 ","$2,552,165 ",-,4,2018,41,40
15,20,The Old Man & the Gun,FoxS,"$917,679 ",127.20%,228,179,"$4,025 ","$1,702,661 ",-,3,2018,41,40
16,13,Free Solo,NGE,"$891,033 ",58.30%,129,88,"$6,907 ","$2,134,005 ",-,3,2018,41,40
17,9,Hell Fest,LGF,"$640,551 ",-69.30%,868,-1429,$738 ,"$10,451,231 ",$5.50 ,3,2018,41,40
18,25,Andhadhun,Eros,"$282,628 ",1.40%,62,6,"$4,559 ","$719,471 ",-,2,2018,41,40
19,30,The Sisters Brothers,Annapurna,"$263,803 ",29.60%,129,75,"$2,045 ","$1,076,287 ",-,4,2018,41,40
21,11,The Predator (2018),Fox,"$215,450 ",-77.30%,376,-1267,$573 ,"$50,705,371 ",$88 ,5,2018,41,40
22,24,Incredibles 2,BV,"$211,902 ",-24.40%,194,-50,"$1,092 ","$607,474,495 ",-,18,2018,41,40
23,21,The Wife,SPC,"$206,498 ",-46.10%,201,-157,"$1,027 ","$7,232,603 ",-,9,2018,41,40
24,16,Peppermint,STX,"$187,195 ",-60.50%,301,-512,$622 ,"$35,165,567 ",$25 ,6,2018,41,40
25,28,Hotel Transylvania 3: Summer Vacation,Sony,"$186,312 ",-19.10%,185,-45,"$1,007 ","$167,031,784 ",$80 ,14,2018,41,40
26,22,Mission: Impossible - Fallout,Par.,"$157,526 ",-51.00%,221,-140,$713 ,"$220,087,856 ",$178 ,12,2018,41,40
27,12,White Boy Rick,Studio 8,"$156,363 ",-74.10%,190,-690,$823 ,"$23,851,700 ",$29 ,5,2018,41,40
28,18,Disney's Christopher Robin,BV,"$144,032 ",-66.90%,465,-1173,$310 ,"$98,595,476 ",$75 ,11,2018,41,40
29,17,Searching,SGem,"$106,492 ",-76.00%,127,-285,$839 ,"$25,910,206 ",-,8,2018,41,40
30,37,Tea with the Dames,IFC,"$90,906 ",33.50%,67,22,"$1,357 ","$294,355 ",-,4,2018,41,40
31,35,Ant-Man and the Wasp,BV,"$89,560 ",-33.20%,132,-46,$678 ,"$216,519,500 ",-,15,2018,41,40
35,26,The Meg,WB,"$75,584 ",-71.60%,202,-331,$374 ,"$142,673,948 ",$130 ,10,2018,41,40
36,27,Fahrenheit 11/9,Briarcliff,"$63,071 ",-73.60%,95,-327,$664 ,"$6,203,733 ",-,4,2018,41,40
38,33,Unbroken: Path to Redemption,PFR,"$46,663 ",-70.90%,124,-211,$376 ,"$6,143,765 ",-,5,2018,41,40
39,36,Mandy,RLJ,"$45,583 ",-39.90%,34,-7,"$1,341 ","$1,115,267 ",-,5,2018,41,40
40,60,Slender Man,SGem,"$40,735 ",157.30%,67,37,$608 ,"$30,505,530 ",$10 ,10,2018,41,40
43,34,Monsters and Men,Neon,"$30,969 ",-78.80%,65,-88,$476 ,"$445,903 ",-,3,2018,41,40
45,41,Alpha,Studio 8,"$27,056 ",-46.00%,64,-39,$423 ,"$35,643,294 ",$51 ,9,2018,41,40
46,62,Studio 54,Zeit.,"$25,220 ",69.20%,6,5,"$4,203 ","$53,584 ",-,2,2018,41,40
47,31,Little Women (2018),Pinnacle,"$22,706 ",-86.80%,47,-404,$483 ,"$1,313,315 ",-,3,2018,41,40
48,48,Matangi/Maya/M.I.A.,Abr.,"$20,339 ",-36.40%,9,2,"$2,260 ","$141,856 ",-,3,2018,41,40
49,40,Pick of the Litter,IFC,"$20,155 ",-60.80%,34,-24,$593 ,"$496,020 ",-,7,2018,41,40
50,42,The Great Battle,WGUSA,"$16,564 ",-63.30%,8,-8,"$2,071 ","$447,292 ",-,4,2018,41,40
51,39,"Love, Gilda",Magn.,"$15,777 ",-71.60%,34,-40,$464 ,"$580,406 ",-,4,2018,41,40
52,61,All About Nina,Orch.,"$15,373 ",-2.30%,54,31,$285 ,"$77,594 ",-,3,2018,41,40
53,46,Golden Job,WGUSA,"$14,733 ",-60.60%,5,-10,"$2,947 ","$266,567 ",-,3,2018,41,40
54,43,Operation Finale,MGM,"$13,862 ",-67.30%,46,-65,$301 ,"$17,589,378 ",$24 ,7,2018,41,40
55,55,Kusama: Infinity,Magn.,"$13,684 ",-32.30%,17,-3,$805 ,"$304,488 ",-,6,2018,41,40
56,76,Black '47,IFC,"$13,384 ",133.90%,100,94,$134 ,"$33,471 ",-,3,2018,41,40
57,45,Science Fair,NGE,"$12,480 ",-66.90%,26,-10,$480 ,"$195,908 ",-,5,2018,41,40
58,51,The Fireflies are Gone,EOne,"$11,364 ",-54.90%,13,-10,$874 ,"$209,787 ",-,4,2018,41,40
60,79,Moynihan,FRun,"$8,390 ",90.00%,2,1,"$4,195 ","$19,208 ",-,2,2018,41,40
61,49,Blaze (2018),IFC,"$8,300 ",-73.30%,31,-46,$268 ,"$674,915 ",-,9,2018,41,40
62,66,A Beautiful Planet,IMAX,"$8,144 ",-27.00%,6,-3,"$1,357 ","$15,201,496 ",-,129,2018,41,40
63,80,1945,Men.,"$7,752 ",81.50%,13,4,$596 ,"$942,244 ",-,50,2018,41,40
64,56,"Juliet, Naked",RAtt.,"$6,394 ",-66.10%,10,-23,$639 ,"$3,423,155 ",-,9,2018,41,40
65,57,Lizzie,RAtt.,"$6,369 ",-64.30%,12,-13,$531 ,"$632,895 ",-,5,2018,41,40
66,29,Shine (2018),GVN,"$6,344 ",-96.90%,26,-583,$244 ,"$308,408 ",-,2,2018,41,40
68,53,God Bless the Broken Road,Free,"$5,644 ",-74.50%,19,-34,$297 ,"$2,834,292 ",-,6,2018,41,40
69,52,A.X.L.,Global Road,"$5,623 ",-75.00%,35,-20,$161 ,"$6,500,473 ",-,8,2018,41,40
70,72,Puzzle,SPC,"$5,545 ",-23.20%,16,-6,$347 ,"$2,015,891 ",-,12,2018,41,40
71,67,Sorry to Bother You,Annapurna,"$5,074 ",-51.20%,9,-2,$564 ,"$17,485,298 ",-,15,2018,41,40
73,59,Feng Shui (Myung Dang),CJ,"$3,695 ",-76.90%,14,12,$264 ,"$61,917 ",-,4,2018,41,40
74,70,Assassination Nation,Neon,"$3,643 ",-53.00%,5,-10,$729 ,"$1,997,686 ",-,4,2018,41,40
76,100,"Hale County This Morning, This Evening",CGld,"$3,462 ",113.40%,3,1,"$1,154 ","$28,905 ",-,5,2018,41,40
77,64,Three Identical Strangers,Neon,"$3,415 ",-74.70%,10,-13,$342 ,"$12,317,570 ",-,16,2018,41,40
78,73,The Great Buster: A Celebration,Cohen,"$3,307 ",-53.50%,1,-1,"$3,307 ","$14,909 ",-,2,2018,41,40
79,69,The Cakemaker,Strand,"$3,195 ",-62.30%,3,-3,"$1,065 ","$861,691 ",-,16,2018,41,40
80,87,Born to Be Wild (IMAX),WB,"$2,978 ",-2.10%,3,-2,$993 ,"$25,772,498 ",-,393,2018,41,40
81,68,Chasing the Blues,Ammo,"$2,700 ",-72.90%,5,-4,$540 ,"$14,030 ",-,2,2018,41,40
82,63,The Negotiation,CJ,"$2,433 ",-82.40%,8,-,$304 ,"$109,856 ",-,4,2018,41,40
84,118,The Third Murder,FM,"$2,282 ",1126.90%,3,2,$761 ,"$86,811 ",-,13,2018,41,40
86,96,The Rider,SPC,"$1,899 ",7.60%,1,-,"$1,899 ","$2,401,905 ",-,27,2018,41,40
87,74,The Riot Act,Hann.,"$1,810 ",-73.90%,2,-1,$905 ,"$73,324 ",-,5,2018,41,40
88,90,I Am Not a Witch,FM,"$1,568 ",-37.00%,7,-,$224 ,"$42,388 ",-,6,2018,41,40
90,77,Heavy Trip,MBox,"$1,298 ",-76.00%,2,-14,$649 ,"$8,932 ",-,2,2018,41,40
91,81,Bad Reputation,Magn.,"$1,173 ",-70.00%,3,-4,$391 ,"$148,524 ",-,3,2018,41,40
92,102,The Darkest Minds,Fox,"$1,103 ",-27.20%,8,-2,$138 ,"$12,695,220 ",$34 ,11,2018,41,40
93,78,Stavisky (2018 re-release),Rialto,"$1,040 ",-78.00%,1,-,"$1,040 ","$13,139 ",-,2,2018,41,40
95,93,Bel Canto,Scre.,$845 ,-81.10%,2,-4,$423 ,"$83,057 ",-,5,2018,41,40
96,89,Little Italy,EOne,$824 ,-67.20%,3,1,$275 ,"$986,225 ",-,8,2018,41,40
97,99,Let the Corpses Tan,KL,$820 ,-50.20%,2,-,$410 ,"$84,583 ",-,7,2018,41,40
99,103,"No Date, No Signature",Distrib.,$810 ,-40.90%,1,-,$810 ,"$30,727 ",-,11,2018,41,40
100,82,Summer '03,Blue Fox,$754 ,-79.20%,8,-7,$94 ,"$11,199 ",-,3,2018,41,40
103,107,Under the Sea 3D,WB,$655 ,-8.40%,4,1,$164 ,"$35,976,352 ",-,505,2018,41,40
104,114,Support the Girls,Magn.,$643 ,53.50%,2,-1,$322 ,"$128,553 ",-,8,2018,41,40
106,110,Galapagos (IMAX),IMAX,$500 ,-22.40%,1,-1,$500 ,"$18,611,340 ",-,881,2018,41,40
107,85,1991,EOne,$488 ,-84.60%,6,-2,$81 ,"$2,340,997 ",-,12,2018,41,40
108,97,Batti Gul Meter Chalu,Eros,$417 ,-75.60%,64,-,$7 ,"$249,539 ",-,4,2018,41,40
109,86,Antonio Lopez 1970: Sex Fashion & Disco,FM,$387 ,-87.60%,2,-3,$194 ,"$33,097 ",-,5,2018,41,40
110,104,Deadpool 2,Fox,$356 ,-72.40%,5,-2,$71 ,"$318,491,031 ",$110 ,22,2018,41,40
111,98,Memoir of War,MBox,$338 ,-80.20%,1,-4,$338 ,"$94,568 ",-,9,2018,41,40
112,105,Poor Boy,Indic.,$311 ,-75.40%,1,-,$311 ,"$30,820 ",-,13,2018,41,40
115,119,Ganja & Hess (2018 re-release),KL,$284 ,142.70%,4,3,$71 ,"$18,927 ",-,13,2018,41,40
116,84,Beautifully Broken,AAE,$280 ,-91.70%,1,-3,$280 ,"$1,202,160 ",-,8,2018,41,40
117,91,The Apparition (2018),MBox,$274 ,-86.80%,2,-,$137 ,"$26,032 ",-,6,2018,41,40
119,120,Journey to the South Pacific,IMAX,$231 ,133.30%,1,-,$231 ,"$7,641,077 ",-,255,2018,41,40
120,116,Hubble 3D,WB,$214 ,-4.50%,4,2,$54 ,"$52,335,067 ",-,448,2018,41,40
121,88,We the Animals,Orch.,$213 ,-91.90%,3,-4,$71 ,"$400,730 ",-,9,2018,41,40
124,106,At First Light,EOne,$183 ,-78.40%,1,-2,$183 ,"$3,135 ",-,3,2018,41,40
125,117,Cynthia,Indic.,$87 ,-60.80%,1,-,$87 ,"$58,085 ",-,7,2018,41,40
126,112,Manmarziyaan,Eros,$32 ,-95.00%,99,-,,"$567,417 ",-,5,2018,41,40
2,2,A Star is Born (2018),WB,"$19,051,082 ",-33.00%,3884,176,"$4,905 ","$126,127,328 ",$36 ,3,2018,42,41
3,1,Venom (2018),Sony,"$18,043,887 ",-48.50%,3887,-363,"$4,642 ","$171,063,982 ",$100 ,3,2018,42,41
4,4,Goosebumps 2: Haunted Halloween,Sony,"$9,721,173 ",-38.50%,3521,-,"$2,761 ","$28,810,985 ",$35 ,2,2018,42,41
5,3,First Man,Uni.,"$8,327,135 ",-48.00%,3640,-,"$2,288 ","$29,762,185 ",$59 ,2,2018,42,41
6,9,The Hate U Give,Fox,"$7,602,108 ",337.70%,2303,"2,055","$3,301 ","$10,743,981 ",$23 ,3,2018,42,41
7,5,Smallfoot,WB,"$6,576,876 ",-27.50%,3032,-574,"$2,169 ","$66,327,911 ",-,4,2018,42,41
8,6,Night School (2018),Uni.,"$4,892,515 ",-36.90%,2296,-484,"$2,131 ","$66,799,340 ",$29 ,4,2018,42,41
9,7,Bad Times At The El Royale,Fox,"$3,420,067 ",-52.10%,2808,-,"$1,218 ","$13,461,868 ",$32 ,2,2018,42,41
10,15,The Old Man & the Gun,FoxS,"$2,134,481 ",132.60%,802,574,"$2,661 ","$4,285,337 ",-,4,2018,42,41
11,8,The House With A Clock In Its Walls,Uni.,"$1,813,390 ",-52.80%,1588,-1203,"$1,142 ","$65,000,980 ",$42 ,5,2018,42,41
12,16,Free Solo,NGE,"$1,041,541 ",16.90%,251,122,"$4,150 ","$3,625,844 ",-,4,2018,42,41
14,19,The Sisters Brothers,Annapurna,"$757,975 ",187.30%,1141,"1,012",$664 ,"$1,986,693 ",-,5,2018,42,41
15,12,Gosnell: The Trial of America's Biggest Serial Killer,GVN,"$640,283 ",-44.90%,511,-162,"$1,253 ","$2,453,903 ",-,2,2018,42,41
16,14,Colette,BST,"$619,810 ",-38.00%,520,-73,"$1,192 ","$3,710,063 ",-,5,2018,42,41
17,13,Crazy Rich Asians,WB,"$539,848 ",-48.00%,402,-336,"$1,343 ","$172,250,049 ",$30 ,10,2018,42,41
18,10,The Nun,WB (NL),"$416,651 ",-69.00%,623,-551,$669 ,"$116,747,614 ",$22 ,7,2018,42,41
19,20,Beautiful Boy (2018),Amazon,"$404,988 ",85.00%,46,42,"$8,804 ","$687,940 ",-,2,2018,42,41
20,11,A Simple Favor,LGF,"$359,889 ",-72.90%,492,-960,$731 ,"$52,901,579 ",$20 ,6,2018,42,41
22,44,The Oath (2018),RAtt.,"$227,300 ",681.70%,300,290,$758 ,"$265,196 ",-,2,2018,42,41
23,22,Incredibles 2,BV,"$173,845 ",-18.00%,176,-18,$988 ,"$607,713,414 ",-,19,2018,42,41
25,18,Andhadhun,Eros,"$147,779 ",-47.70%,62,-,"$2,384 ","$959,504 ",-,3,2018,42,41
26,35,The Meg,WB,"$138,454 ",83.20%,203,1,$682 ,"$142,839,245 ",$130 ,11,2018,42,41
27,25,Hotel Transylvania 3: Summer Vacation,Sony,"$138,204 ",-25.80%,160,-25,$864 ,"$167,210,248 ",$80 ,15,2018,42,41
28,23,The Wife,SPC,"$130,333 ",-36.90%,130,-71,"$1,003 ","$7,474,075 ",-,10,2018,42,41
30,30,Tea with the Dames,IFC,"$82,463 ",-9.30%,71,4,"$1,161 ","$435,288 ",-,5,2018,42,41
31,17,Hell Fest,LGF,"$78,406 ",-87.80%,263,-605,$298 ,"$10,759,007 ",$5.50 ,4,2018,42,41
32,24,Peppermint,STX,"$77,262 ",-58.70%,152,-149,$508 ,"$35,320,814 ",$25 ,7,2018,42,41
34,21,The Predator (2018),Fox,"$64,934 ",-69.90%,141,-235,$461 ,"$50,852,093 ",$88 ,6,2018,42,41
35,28,Disney's Christopher Robin,BV,"$60,912 ",-57.70%,108,-357,$564 ,"$98,719,355 ",$75 ,12,2018,42,41
37,41,The Happy Prince,SPC,"$59,198 ",52.20%,25,17,"$2,368 ","$117,731 ",-,2,2018,42,41
38,45,Alpha,Studio 8,"$53,822 ",98.90%,86,22,$626 ,"$35,706,919 ",$51 ,10,2018,42,41
39,31,Ant-Man and the Wasp,BV,"$50,528 ",-43.60%,105,-27,$481 ,"$216,600,757 ",-,16,2018,42,41
40,32,Jane and Emma,Excel,"$41,222 ",-51.20%,29,8,"$1,421 ","$184,795 ",-,2,2018,42,41
41,36,Fahrenheit 11/9,Briarcliff,"$26,793 ",-57.50%,37,-58,$724 ,"$6,264,731 ",-,5,2018,42,41
43,40,Slender Man,SGem,"$24,616 ",-39.60%,57,-10,$432 ,"$30,542,963 ",$10 ,11,2018,42,41
44,27,White Boy Rick,Studio 8,"$24,388 ",-84.40%,57,-133,$428 ,"$23,937,154 ",$29 ,6,2018,42,41
45,46,Studio 54,Zeit.,"$22,178 ",-12.10%,7,1,"$3,168 ","$93,242 ",-,3,2018,42,41
46,39,Mandy,RLJ,"$20,360 ",-55.30%,14,-20,"$1,454 ","$1,170,185 ",-,6,2018,42,41
49,38,Unbroken: Path to Redemption,PFR,"$14,035 ",-69.90%,52,-72,$270 ,"$6,184,569 ",-,6,2018,42,41
50,43,Monsters and Men,Neon,"$14,011 ",-54.80%,25,-40,$560 ,"$482,017 ",-,4,2018,42,41
51,63,1945,Men.,"$13,244 ",70.80%,15,2,$883 ,"$962,443 ",-,51,2018,42,41
52,47,Little Women (2018),Pinnacle,"$12,997 ",-42.80%,19,-28,$684 ,"$1,343,748 ",-,4,2018,42,41
54,62,A Beautiful Planet,IMAX,"$12,482 ",53.30%,7,1,"$1,783 ","$15,250,092 ",-,130,2018,42,41
55,29,Searching,SGem,"$11,110 ",-89.60%,34,-93,$327 ,"$25,944,103 ",-,9,2018,42,41
56,51,"Love, Gilda",Magn.,"$10,581 ",-32.90%,19,-15,$557 ,"$599,410 ",-,5,2018,42,41
57,48,Matangi/Maya/M.I.A.,Abr.,"$10,504 ",-48.40%,6,-3,"$1,751 ","$170,769 ",-,4,2018,42,41
58,64,"Juliet, Naked",RAtt.,"$9,450 ",47.80%,13,3,$727 ,"$3,440,283 ",-,10,2018,42,41
59,78,The Great Buster: A Celebration,Cohen,"$8,347 ",152.40%,3,2,"$2,782 ","$25,633 ",-,3,2018,42,41
60,58,The Fireflies are Gone,EOne,"$7,523 ",-33.80%,10,-3,$752 ,"$225,831 ",-,5,2018,42,41
61,50,The Great Battle,WGUSA,"$7,218 ",-56.40%,4,-4,"$1,805 ","$464,334 ",-,5,2018,42,41
62,49,Pick of the Litter,IFC,"$6,610 ",-67.20%,16,-18,$413 ,"$513,562 ",-,8,2018,42,41
63,59,Charm City,PBS,"$5,730 ",-45.50%,3,2,"$1,910 ","$21,701 ",-,2,2018,42,41
64,54,Operation Finale,MGM,"$5,270 ",-62.00%,14,-32,$376 ,"$17,605,174 ",$24 ,8,2018,42,41
66,60,Moynihan,FRun,"$4,714 ",-43.80%,2,-,"$2,357 ","$28,105 ",-,3,2018,42,41
72,55,Kusama: Infinity,Magn.,"$3,814 ",-72.10%,9,-8,$424 ,"$322,724 ",-,7,2018,42,41
73,53,Golden Job,WGUSA,"$3,706 ",-74.80%,2,-3,"$1,853 ","$279,365 ",-,4,2018,42,41
74,65,Lizzie,RAtt.,"$3,363 ",-47.20%,8,-4,$420 ,"$639,222 ",-,6,2018,42,41
76,52,All About Nina,Orch.,"$2,841 ",-81.50%,8,-46,$355 ,"$93,626 ",-,4,2018,42,41
77,70,Puzzle,SPC,"$2,596 ",-53.20%,4,-12,$649 ,"$2,021,163 ",-,13,2018,42,41
78,68,God Bless the Broken Road,Free,"$2,422 ",-57.10%,6,-13,$404 ,"$2,838,206 ",-,7,2018,42,41
79,116,Beautifully Broken,AAE,"$2,402 ",757.90%,1,-,"$2,402 ","$1,205,757 ",-,9,2018,42,41
81,79,The Cakemaker,Strand,"$2,375 ",-25.70%,2,-1,"$1,188 ","$867,776 ",-,17,2018,42,41
82,74,Assassination Nation,Neon,"$2,342 ",-35.70%,5,-,$468 ,"$2,005,142 ",-,5,2018,42,41
83,61,Blaze (2018),IFC,"$1,772 ",-78.70%,12,-19,$148 ,"$681,830 ",-,10,2018,42,41
84,120,Hubble 3D,WB,"$1,677 ",683.60%,7,3,$240 ,"$52,337,318 ",-,449,2018,42,41
85,56,Black '47,IFC,"$1,670 ",-87.50%,5,-95,$334 ,"$46,014 ",-,4,2018,42,41
87,85,Liyana,Abr.,"$1,350 ",-37.50%,1,-,"$1,350 ","$8,020 ",-,2,2018,42,41
88,71,Sorry to Bother You,Annapurna,"$1,328 ",-73.80%,3,-6,$443 ,"$17,490,603 ",-,16,2018,42,41
89,72,In Echo Park,Indic.,"$1,255 ",-70.30%,1,-1,"$1,255 ","$6,042 ",-,2,2018,42,41
90,87,The Riot Act,Hann.,"$1,253 ",-30.80%,3,1,$418 ,"$75,506 ",-,6,2018,42,41
92,80,Born to Be Wild (IMAX),WB,"$1,002 ",-66.40%,4,1,$251 ,"$25,778,243 ",-,394,2018,42,41
93,37,Helicopter Eela,Eros,$881 ,-98.30%,70,-,$13 ,"$71,466 ",-,2,2018,42,41
95,42,Bigger,Free,$714 ,-97.70%,5,-56,$143 ,"$45,757 ",-,2,2018,42,41
96,94,Andrei Rublev (re-release),Jan.,$631 ,-29.70%,1,-,$631 ,"$94,213 ",-,9,2018,42,41
97,96,Little Italy,EOne,$616 ,-25.20%,4,1,$154 ,"$987,793 ",-,9,2018,42,41
98,67,MFKZ,GK,$603 ,-90.10%,1,-435,$603 ,"$224,265 ",-,2,2018,42,41
100,103,Under the Sea 3D,WB,$578 ,-11.80%,3,-1,$193 ,"$35,977,819 ",-,506,2018,42,41
104,99,"No Date, No Signature",Distrib.,$334 ,-58.80%,1,-,$334 ,"$32,458 ",-,12,2018,42,41
105,88,I Am Not a Witch,FM,$325 ,-79.30%,4,-3,$81 ,"$43,971 ",-,7,2018,42,41
106,97,Let the Corpses Tan,KL,$306 ,-62.70%,1,-1,$306 ,"$88,382 ",-,8,2018,42,41
107,83,Stella's Last Weekend,Pala.,$292 ,-87.70%,4,2,$73 ,"$3,386 ",-,2,2018,42,41
108,109,Antonio Lopez 1970: Sex Fashion & Disco,FM,$250 ,-35.40%,1,-1,$250 ,"$33,716 ",-,6,2018,42,41
109,107,1991,EOne,$226 ,-53.70%,4,-2,$57 ,"$2,341,391 ",-,13,2018,42,41
111,119,Journey to the South Pacific,IMAX,$132 ,-42.90%,1,-,$132 ,"$7,641,209 ",-,256,2018,42,41
112,73,Feng Shui (Myung Dang),CJ,$60 ,-98.40%,3,-11,$20 ,"$63,965 ",-,5,2018,42,41
1,1,Halloween (2018),Uni.,"$31,419,070 ",-58.80%,3990,62,"$7,874 ","$126,075,470 ",$10 ,2,2018,43,42
2,2,A Star is Born (2018),WB,"$14,037,079 ",-26.30%,3904,20,"$3,596 ","$148,614,479 ",$36 ,4,2018,43,42
3,3,Venom (2018),Sony,"$10,652,381 ",-41.00%,3567,-320,"$2,986 ","$187,134,695 ",$100 ,4,2018,43,42
4,4,Goosebumps 2: Haunted Halloween,Sony,"$7,284,207 ",-25.10%,3723,202,"$1,957 ","$38,133,016 ",$35 ,3,2018,43,42
6,6,The Hate U Give,Fox,"$5,101,859 ",-32.90%,2375,72,"$2,148 ","$18,301,864 ",$23 ,4,2018,43,42
7,5,First Man,Uni.,"$4,865,575 ",-41.60%,2959,-681,"$1,644 ","$37,808,655 ",$59 ,3,2018,43,42
8,7,Smallfoot,WB,"$4,761,614 ",-27.60%,2662,-370,"$1,789 ","$72,602,664 ",-,5,2018,43,42
9,8,Night School (2018),Uni.,"$3,236,025 ",-33.90%,1991,-305,"$1,625 ","$71,433,050 ",$29 ,5,2018,43,42
10,21,Mid90s,A24,"$2,980,505 ",1054.50%,1206,"1,202","$2,471 ","$3,330,676 ",-,2,2018,43,42
11,10,The Old Man & the Gun,FoxS,"$1,763,032 ",-17.40%,1042,240,"$1,692 ","$7,177,129 ",-,5,2018,43,42
14,9,Bad Times At The El Royale,Fox,"$1,354,507 ",-60.40%,1798,-1010,$753 ,"$16,548,243 ",$32 ,3,2018,43,42
15,12,Free Solo,NGE,"$1,146,416 ",10.10%,392,141,"$2,925 ","$5,292,372 ",-,5,2018,43,42
16,11,The House With A Clock In Its Walls,Uni.,"$1,050,965 ",-42.00%,1042,-546,"$1,009 ","$66,523,980 ",$42 ,6,2018,43,42
18,19,Beautiful Boy (2018),Amazon,"$653,618 ",61.40%,192,146,"$3,404 ","$1,495,815 ",-,3,2018,43,42
20,15,Gosnell: The Trial of America's Biggest Serial Killer,GVN,"$390,412 ",-39.00%,467,-44,$836 ,"$3,207,636 ",-,3,2018,43,42
21,24,Can You Ever Forgive Me?,FoxS,"$356,365 ",120.60%,25,20,"$14,255 ","$586,504 ",-,2,2018,43,42
22,17,Crazy Rich Asians,WB,"$350,113 ",-35.10%,281,-121,"$1,246 ","$172,825,178 ",$30 ,11,2018,43,42
23,16,Colette,BST,"$331,764 ",-46.50%,235,-285,"$1,412 ","$4,411,936 ",-,6,2018,43,42
24,14,The Sisters Brothers,Annapurna,"$278,498 ",-63.30%,774,-367,$360 ,"$2,749,543 ",-,6,2018,43,42
26,31,Hell Fest,LGF,"$174,047 ",122.00%,907,644,$192 ,"$10,975,670 ",$5.50 ,5,2018,43,42
27,18,The Nun,WB (NL),"$172,369 ",-58.60%,335,-288,$515 ,"$117,060,762 ",$22 ,8,2018,43,42
